rank,PureSVD
1,0.0026446280633324703
15,0.011901194910538917
30,0.016608358779337716
50,0.01941972484922131
75,0.021113591744175608
100,0.022583800511999194
150,0.024526164390512358
200,0.02562861496975319
250,0.025794030261121325
300,0.026265469804580756
400,0.0273108159504706
500,0.027948830871565224
750,0.029036753267648596
1000,0.030000123597976117
1250,0.030666240795745453
1500,0.03116693186021893
2000,0.03285580062648995
2500,0.03353711820693597
3000,0.034282435686768906
