rank,LCE(cs)
1,0.002575457802594905
50,0.01230124689489899
100,0.01829591227808444
500,0.0012828744059163273
750,0.015716384395520602
1000,0.00433211911747642
1500,0.013956422615791554
2000,0.000745860654670143
2500,0.0211586733256135
3000,0.02209209806554279
