rank,LCE
1,0.019475875192932104
30,0.0026280615977618787
50,0.028230460786265274
100,0.02676193251723975
150,0.02055650097165356
200,0.026291251908721378
300,0.012660270796660511
400,0.029256681771640376
500,0.018030537807319863
750,0.029040775622836225
1000,0.02311355878471531
1250,0.02212235722590631
1500,0.015325260000268879
2000,0.0305633400596653
2500,0.025099843312460453
3000,0.023373374740823717
