rank,FM
1,0.09334956515796128
5,0.1088569378235686
10,0.10616903309583611
15,0.04912837949436443
20,0.10301151605242026
30,0.1073083648002916
50,0.10584955091951864
60,0.11127753002887558
75,0.11091268417425576
100,0.0965109265808943
125,0.10616541653140146
150,0.08721393544859637
200,0.06762106947790479
250,0.1072859250146656
300,0.10282835272609224
350,0.08628143136216333
400,0.1084612515021557
500,0.10166248056452579
750,0.11305186779890763
1000,0.11143757012433009
