rank,SGD
1,0.09818086808937186
5,0.1154769308752086
10,0.11322378275553734
15,0.05010664593549416
20,0.11023521907267872
30,0.11337311554211447
50,0.11588258410648077
60,0.11709102921158895
75,0.10650676895563871
100,0.11682750411490994
125,0.11066969091188683
150,0.11523430781234871
200,0.09160606785472232
250,0.071391864723404
300,0.11404408791384034
350,0.11068441346159323
400,0.11663107056002643
500,0.10740125640017997
750,0.11730842175406224
1000,0.10213496904562566
