type,,,relevance,ranking,experience,hits,hits,hits,hits
metric,,,hr,mrr,coverage,true_positive,false_positive,true_negative,false_negative
fold,top-n,model,,,,,,,
1,1,PureSVDs(cs),0.0082846,0.0082846,0.000716363,17,2035,,2035
1,3,PureSVDs(cs),0.01705653,0.012183236,0.001117527,35,6121,,2017
1,10,PureSVDs(cs),0.038011696,0.015330959,0.003653452,78,20442,,1974
1,20,PureSVDs(cs),0.058966862,0.016704658,0.008667994,121,40919,,1931
1,30,PureSVDs(cs),0.07797271,0.017473025,0.013639555,160,61400,,1892
2,1,PureSVDs(cs),0.009263774,0.009263774,0.000702036,19,2032,,2032
2,3,PureSVDs(cs),0.018527548,0.013408094,0.001060217,38,6115,,2013
2,10,PureSVDs(cs),0.049244271,0.018642861,0.004054616,101,20409,,1950
2,20,PureSVDs(cs),0.083373964,0.020951931,0.009097812,171,40849,,1880
2,30,PureSVDs(cs),0.099463676,0.021604555,0.01465679,204,61326,,1847
3,1,PureSVDs(cs),0.00877193,0.00877193,0.0006304,18,2034,,2034
3,3,PureSVDs(cs),0.022417154,0.014619883,0.001146181,46,6110,,2006
3,10,PureSVDs(cs),0.05214425,0.019500526,0.003954325,107,20413,,1945
3,20,PureSVDs(cs),0.075048733,0.021112815,0.008725303,154,40886,,1898
3,30,PureSVDs(cs),0.088693957,0.021656187,0.014040718,182,61378,,1870
4,1,PureSVDs(cs),0.006825939,0.006825939,0.000687709,14,2037,,2037
4,3,PureSVDs(cs),0.021940517,0.012839265,0.001289454,45,6108,,2006
4,10,PureSVDs(cs),0.049244271,0.017566924,0.003939997,101,20409,,1950
4,20,PureSVDs(cs),0.072159922,0.019188725,0.008553376,148,40872,,1903
4,30,PureSVDs(cs),0.091662604,0.019991141,0.013854464,188,61342,,1863
5,1,PureSVDs(cs),0.009259259,0.009259259,0.0006304,19,2033,,2033
5,3,PureSVDs(cs),0.019493177,0.01397011,0.001131854,40,6116,,2012
5,10,PureSVDs(cs),0.047758285,0.018419699,0.003682107,98,20422,,1954
5,20,PureSVDs(cs),0.071637427,0.020053414,0.008667994,147,40893,,1905
5,30,PureSVDs(cs),0.093079922,0.020934232,0.013682536,191,61369,,1861
