rank,LCE
"('15',)",45.84886847715825
"('250',)",426.12911804020405
"('150',)",266.0594420405105
"('1',)",3.6225983407348394
"('125',)",234.63190144207329
"('200',)",352.1097421227023
"('1000',)",2070.210233802907
"('30',)",75.53218496218324
"('100',)",177.69340496882796
"('400',)",610.8296535219997
"('75',)",129.96538501046598
"('300',)",451.1923568621278
"('50',)",96.38536940421909
"('750',)",1091.0586239108816
"('500',)",697.5736624384299
