features_weight,rank,HybridSVD
0.1,1000,0.01878343898257784
0.1,750,0.023165319709991403
0.1,500,0.033064938689265924
0.1,400,0.041192611956874604
0.1,350,0.046147162847916354
0.1,300,0.052469059864108304
0.1,250,0.05806935260648931
0.1,200,0.06513771421736976
0.1,150,0.07360366440560198
0.1,125,0.08296299143984828
0.1,100,0.09018188186648897
0.1,75,0.09966821580922766
0.1,60,0.10239718420558033
0.1,50,0.1084873932828723
0.1,30,0.11470364105455602
0.1,20,0.1066043877184889
0.1,15,0.10035579020509053
0.1,10,0.09014238442656097
0.1,5,0.06415002192720169
0.1,1,0.036402401170969524
0.3,1000,0.019091388020343887
0.3,750,0.023833074193676994
0.3,500,0.03424729896742814
0.3,400,0.042817018925737985
0.3,350,0.04711056435491312
0.3,300,0.05361693463415746
0.3,250,0.05879189661751556
0.3,200,0.06572946389415711
0.3,150,0.07643372574481294
0.3,125,0.08523015018709314
0.3,100,0.0930959215404856
0.3,75,0.10051714023726942
0.3,60,0.10485035396768444
0.3,50,0.11013466719064136
0.3,30,0.11374807069102011
0.3,20,0.10477303922406184
0.3,15,0.09876529920663397
0.3,10,0.08147510265917156
0.3,5,0.06067834788502174
0.3,1,0.03637577528320263
0.5,1000,0.019224631366719636
0.5,750,0.024600668637267134
0.5,500,0.03554929064078687
0.5,400,0.04369114539728103
0.5,350,0.048120240800542204
0.5,300,0.05447107033221134
0.5,250,0.05936616148672123
0.5,200,0.06719932680643123
0.5,150,0.07872665607326534
0.5,125,0.08664371429710505
0.5,100,0.09522599256183756
0.5,75,0.10160865925128573
0.5,60,0.10617407350453638
0.5,50,0.11156252669707997
0.5,30,0.11317360648361725
0.5,20,0.10262323372118852
0.5,15,0.09723862490816204
0.5,10,0.07859708624509486
0.5,5,0.05932384483514731
0.5,1,0.03635686663135533
0.7,1000,0.019531754574811627
0.7,750,0.025533058816158926
0.7,500,0.03783000438544035
0.7,400,0.04443285435212238
0.7,350,0.048624509485650495
0.7,300,0.05476164846993696
0.7,250,0.060283971500333176
0.7,200,0.06912171590320138
0.7,150,0.0796433270114648
0.7,125,0.08824482717378304
0.7,100,0.09612597604524407
0.7,75,0.10257473758550184
0.7,60,0.10773580284882761
0.7,50,0.11160108439979269
0.7,30,0.11061960007062267
0.7,20,0.1011300197629584
0.7,15,0.09610814951503865
0.7,10,0.07619526030720865
0.7,5,0.0591677915036365
0.7,1,0.03635686663135533
0.9,1000,0.01972291990591237
0.9,750,0.026008167170707537
0.9,500,0.03925396255859119
0.9,400,0.045052169653891944
0.9,350,0.049551887732727354
0.9,300,0.05553129324926957
0.9,250,0.06214838165860771
0.9,200,0.07171718466121049
0.9,150,0.08125138824815897
0.9,125,0.08997832909027742
0.9,100,0.09674680062193519
0.9,75,0.10350627345783428
0.9,60,0.10832442006823062
0.9,50,0.11198182035641671
0.9,30,0.11078277262346155
0.9,20,0.10008138693822224
0.9,15,0.09320834828369812
0.9,10,0.07594440742449354
0.9,5,0.05939933705810994
0.9,1,0.03635051628593071
