rank,PureSVD
1,0.03721162882088609
5,0.07037714786907467
10,0.09347301245578964
15,0.10338128840819907
20,0.10725405938000125
30,0.11393166117062781
50,0.10675819137606005
60,0.10181337957979508
75,0.09720169038791214
100,0.08908221846327337
125,0.08122672726547861
150,0.07284478388891737
200,0.06369328116367945
250,0.057728171043563946
300,0.05166270837960828
350,0.04542068902671702
400,0.04062495372506137
500,0.03261625688428703
750,0.022919023128926252
1000,0.0184488640570449
