rank,LCE
"('15',)",0.08677712850479266
"('250',)",0.1137508329488954
"('150',)",0.11293192315797268
"('1',)",0.03721162882088609
"('125',)",0.11121812724611434
"('200',)",0.1123837715925983
"('1000',)",0.1209214550549319
"('30',)",0.09767731132639637
"('100',)",0.1097397782220172
"('400',)",0.11691179569543403
"('75',)",0.10700673763106486
"('300',)",0.1142609393954927
"('50',)",0.10481743468826354
"('750',)",0.11671183100677182
"('500',)",0.11444307755394947
