rank,LCE(cs)
"('15',)",0.009801703332405086
"('250',)",0.0055977134193508455
"('150',)",0.0063116897181224665
"('1',)",0.005746232866115907
"('125',)",0.007892029456356942
"('200',)",0.005988930659983291
"('1000',)",0.00010288065843621399
"('30',)",0.008329659024103467
"('100',)",0.008697089947089946
"('400',)",0.0035838051919923264
"('75',)",0.007681240137380488
"('300',)",0.0036393065998329152
"('50',)",0.007072078344008168
"('750',)",0.0003674309229864785
"('500',)",0.0011330409356725146
