rank,LCE
1,514.2565942965448
30,10.970907920971513
50,3893.626344094053
100,3416.472802625969
150,533.2935872003436
200,2398.9328951034695
300,78.41195886954665
400,6862.755767354742
500,353.8956267423928
750,5367.92031618394
1000,1144.905405409634
1250,850.014274392277
1500,186.97332795336843
2000,9014.363467061892
2500,2196.276743369177
3000,1452.1315572485328
