type,,,relevance,ranking,experience,hits,hits,hits,hits
metric,,,hr,mrr,coverage,true_positive,false_positive,true_negative,false_negative
fold,top-n,model,,,,,,,
1,1,LCE,0.009453293625857217,0.009453293625857217,0.008951282644208892,346,36255,,36255
1,3,LCE,0.023469304117373843,0.015395754214365726,0.015918364302284816,859,108944,,35742
1,10,LCE,0.057129586623316304,0.020894519752474455,0.030963978546759263,2091,363919,,34510
1,20,LCE,0.08972432447200897,0.02309964372854431,0.04578581072512849,3284,728736,,33317
1,30,LCE,0.1147782847463184,0.024104528363388708,0.05710172386784923,4201,1093829,,32400
2,1,LCE,0.009316939890710382,0.009316939890710382,0.008921445035394864,341,36259,,36259
2,3,LCE,0.02325136612021858,0.015227686703096538,0.01567220402956907,851,108949,,35749
2,10,LCE,0.05554644808743169,0.020497614710729466,0.030881925122520682,2033,363967,,34567
2,20,LCE,0.08852459016393442,0.022776871626158535,0.04527857137528998,3240,728760,,33360
2,30,LCE,0.11456284153005465,0.023817054322073407,0.05693761701937207,4193,1093807,,32407
3,1,LCE,0.009043468757684216,0.009043468757684216,0.008809554002342252,331,36270,,36270
3,3,LCE,0.023414660801617443,0.015168073732047392,0.0159034454978778,857,108946,,35744
3,10,LCE,0.0554902871506243,0.020397742623911308,0.030986356753369786,2031,363979,,34570
3,20,LCE,0.08734734023660556,0.022551838833097068,0.0450920863202023,3197,728823,,33404
3,30,LCE,0.1140132783257288,0.02362119632250285,0.056676537942249305,4173,1093857,,32428
4,1,LCE,0.009207650273224044,0.009207650273224044,0.008772256991324716,337,36263,,36263
4,3,LCE,0.022568306010928962,0.014804189435336975,0.01602279593313392,826,108974,,35774
4,10,LCE,0.05341530054644809,0.019742670656605087,0.031075869579811875,1955,364045,,34645
4,20,LCE,0.08633879781420765,0.02196449663449613,0.04574851371411095,3160,728840,,33440
4,30,LCE,0.1137431693989071,0.02305336866680218,0.05742247816260005,4163,1093837,,32437
5,1,LCE,0.009070790415562417,0.009070790415562417,0.00901841726404046,332,36269,,36269
5,3,LCE,0.02278626267041884,0.014890303543619027,0.01576171685601116,834,108969,,35767
5,10,LCE,0.0558727903609191,0.020280877484915624,0.031068410177608367,2045,363965,,34556
5,20,LCE,0.08920521297232316,0.022551042516637948,0.04590516116038461,3265,728755,,33336
5,30,LCE,0.11614436764022841,0.02363244815119746,0.05709426446564572,4251,1093779,,32350
