rank,LCE
1,0.017913054678443605
30,0.0026446280633324703
50,0.02050753882602739
100,0.020482689127671507
150,0.01864569794476081
200,0.020161280180132125
300,0.01147921624138121
400,0.020894519752474455
500,0.01653406989053556
750,0.020487730624065698
1000,0.01939108047616012
1250,0.01887820308491875
1500,0.013459667812007912
2000,0.020643767647947862
2500,0.02031863991919728
3000,0.01960085009386941
