rank,PureSVD
1,0.039697650583412174
5,0.0770563965100389
10,0.08793985861452748
15,0.09262029591085882
20,0.10130315095132976
30,0.10131070640176601
50,0.09705435982339956
60,0.0971880584463366
75,0.09320765005781562
100,0.08287540733732787
125,0.07697361505308525
150,0.07309077052454536
200,0.06810975769998949
250,0.06210186061179439
300,0.05695889834962683
350,0.054658099442867654
400,0.04749224745085672
500,0.04081947072427205
750,0.028531351834331968
1000,0.0167566750762115
