rank,SGD
1,9.363972
5,36.641351
10,25.215655
15,7.512669
20,14.756053
30,20.301116
50,119.77187
60,30.814959
75,10.786224
100,48.396693
125,19.714387
150,64.392055
200,9.169118
250,8.959011
300,54.628108
350,16.937887
400,42.919196
500,13.793014
750,95.253174
1000,9.980353
