rank,FM(cs)
1,0.019721207611832613
5,0.0072865936147186155
10,0.005420837842712843
15,0.02774790313852814
20,0.007699765512265512
30,0.005693091630591631
50,0.004312094155844156
60,0.01007733585858586
75,0.016062973484848486
100,0.010623534451659453
125,0.007083671536796536
150,0.005604595057720058
200,0.02000755321067821
250,0.027800888347763345
300,0.007591540404040403
350,0.009852430555555557
400,0.00833276966089466
500,0.013118912337662337
750,0.011270066738816737
1000,0.014746798340548341
