rank,FM
1,0.08695403658152001
5,0.06521503468937243
10,0.06753587196467992
15,0.04523152528119415
20,0.081947729422895
30,0.06545779459686744
50,0.08296607274256282
60,0.0768537133396405
75,0.08830317723115735
100,0.06955416272469253
125,0.07819661253022181
150,0.07033401660885105
200,0.08359580311153159
250,0.07717794071270892
300,0.07146700567644276
350,0.07736945495637548
400,0.07434300430989173
500,0.08227852675286451
750,0.09166436718175128
1000,0.08128679175864606
