col_scaling,rank,PureSVDs
0.2,1000,0.10450501944707244
0.2,750,0.1083034400294334
0.2,500,0.11286988857353095
0.2,400,0.11381727635866709
0.2,350,0.1119369546935772
0.2,300,0.11159203195627038
0.2,250,0.11181015452538631
0.2,200,0.10938452643750657
0.2,150,0.10962432986439608
0.2,125,0.10821474561126879
0.2,100,0.10966670608640808
0.2,75,0.1046893067381478
0.2,60,0.10025392883422685
0.2,50,0.0981255912961211
0.2,30,0.09461493482602754
0.2,20,0.09102806685588143
0.2,15,0.08477248239251552
0.2,10,0.08062486860086197
0.2,5,0.06312644539051825
0.2,1,0.03657199358772206
0.4,1000,0.07139539314622095
0.4,750,0.08821809628928834
0.4,500,0.10215100388941448
0.4,400,0.10683571165773154
0.4,350,0.10645038368548304
0.4,300,0.10664058393776937
0.4,250,0.10589752181225692
0.4,200,0.11386425155050983
0.4,150,0.11111308209818144
0.4,125,0.11342012246399664
0.4,100,0.11680693524650479
0.4,75,0.118586079575318
0.4,60,0.11279531956270367
0.4,50,0.10943511510564491
0.4,30,0.10356880058866814
0.4,20,0.09537540733732787
0.4,15,0.08840763954588457
0.4,10,0.08550437559129612
0.4,5,0.0648799668874172
0.4,1,0.0391122674235257
0.6,1000,0.036273717544412915
0.6,750,0.055700094607379375
0.6,500,0.08048230053610848
0.6,400,0.08625696415431515
0.6,350,0.08582269000315358
0.6,300,0.09209667034584254
0.6,250,0.0924507910228109
0.6,200,0.1000473036896878
0.6,150,0.10261615683801115
0.6,125,0.10414005834121728
0.6,100,0.10715928203510985
0.6,75,0.11659669662567013
0.6,60,0.11451960475139283
0.6,50,0.1123768133081047
0.6,30,0.10838523599285188
0.6,20,0.09962814043939872
0.6,15,0.0928137811415957
0.6,10,0.0867894591611479
0.6,5,0.06712262167560182
0.6,1,0.04049754283611899
