features_weight,rank,HybridSVDs(cs)
0.1,1000,0.011120693542568541
0.1,750,0.011062635281385281
0.1,500,0.013130749458874458
0.1,400,0.012459415584415583
0.1,350,0.012142631673881674
0.1,300,0.013745716089466089
0.1,250,0.014525275072150073
0.1,200,0.01737463924963925
0.1,150,0.018314844877344878
0.1,125,0.020382959054834057
0.1,100,0.021136025432900434
0.1,75,0.02422156836219336
0.1,60,0.027236088564213563
0.1,50,0.024797641594516598
0.1,30,0.026161165223665225
0.1,20,0.026170183982683982
0.1,15,0.026756966991341995
0.1,10,0.02346568362193362
0.1,5,0.018282151875901875
0.1,1,0.02215232683982684
0.3,1000,0.011520900974025975
0.3,750,0.010476415945165947
0.3,500,0.011692821067821069
0.3,400,0.011852340367965368
0.3,350,0.01234949945887446
0.3,300,0.013686530483405483
0.3,250,0.01499819624819625
0.3,200,0.016449089105339106
0.3,150,0.018512130230880233
0.3,125,0.020264024170274175
0.3,100,0.020479910714285718
0.3,75,0.023968479437229438
0.3,60,0.027806525072150073
0.3,50,0.02492615891053391
0.3,30,0.02507609577922078
0.3,20,0.026958761724386725
0.3,15,0.02724454365079365
0.3,10,0.02580436056998557
0.3,5,0.027729301948051947
0.3,1,0.022126961580086577
0.5,1000,0.011697330447330448
0.5,750,0.010948209776334776
0.5,500,0.012088519119769119
0.5,400,0.012708558802308803
0.5,350,0.012676993145743148
0.5,300,0.013155551046176047
0.5,250,0.015981804653679654
0.5,200,0.018636701839826842
0.5,150,0.020304044913419916
0.5,125,0.020986088564213565
0.5,100,0.022359758297258298
0.5,75,0.025031565656565655
0.5,60,0.027317257395382398
0.5,50,0.025713045634920637
0.5,30,0.023664096320346318
0.5,20,0.02701907467532468
0.5,15,0.024757620851370853
0.5,10,0.02599319083694084
0.5,5,0.029340841450216447
0.5,1,0.022126961580086577
0.7,1000,0.01143691378066378
0.7,750,0.011010213744588744
0.7,500,0.012759289321789323
0.7,400,0.013102565836940838
0.7,350,0.013804901695526697
0.7,300,0.013766008297258298
0.7,250,0.01771960678210678
0.7,200,0.019529558982683985
0.7,150,0.02088350018037518
0.7,125,0.02197871572871573
0.7,100,0.023028837481962484
0.7,75,0.02621358676046176
0.7,60,0.0274316829004329
0.7,50,0.026608721139971144
0.7,30,0.02702076569264069
0.7,20,0.026749075577200576
0.7,15,0.024702380952380955
0.7,10,0.02673442009379509
0.7,5,0.02941637355699856
0.7,1,0.022126961580086577
0.9,1000,0.011551902958152957
0.9,750,0.011000067640692642
0.9,500,0.013241229256854257
0.9,400,0.01365045544733045
0.9,350,0.014507237554112555
0.9,300,0.014904062950937953
0.9,250,0.018873444264069266
0.9,200,0.02031700937950938
0.9,150,0.02157625360750361
0.9,125,0.021189574314574314
0.9,100,0.023778521825396828
0.9,75,0.027249616702741702
0.9,60,0.02511780753968254
0.9,50,0.02650444173881674
0.9,30,0.026607030122655122
0.9,20,0.02866161616161616
0.9,15,0.02506707702020202
0.9,10,0.02757598304473305
0.9,5,0.029226415945165944
0.9,1,0.022126961580086577
