regularization,linear_regularization,rank,adagrad_momentum_weighting,SGD
3e-07,1e-08,40,0.9,0.08328175917165984
1e-09,3e-10,40,0.9,0.07724166929464943
3e-07,1e-08,40,0.95,0.08501589929570062
3e-09,1e-09,40,0.95,0.07913578786923159
3e-09,1e-09,40,0.99,0.07753830284873331
3e-08,3e-08,40,0.95,0.08052697624303584
3e-09,1e-06,40,0.95,0.07655773678124672
3e-09,1e-09,40,0.9,0.08096223588773258
3e-08,3e-06,40,0.99,0.08289708819510144
1e-09,3e-10,40,0.95,0.08115276463786397
3e-08,1e-08,40,0.99,0.08086730001051193
3e-07,3e-08,40,0.95,0.0868246084305687
1e-07,1e-06,40,0.99,0.08423867339430254
3e-06,3e-08,40,0.9,0.09830626511090088
3e-09,3e-07,40,0.99,0.08103746189424997
1e-08,1e-09,40,0.99,0.08271214390833596
3e-09,1e-10,40,0.9,0.07922743876800167
3e-06,3e-10,40,0.99,0.09077446651949964
3e-08,1e-06,40,0.9,0.08022607221696626
3e-06,1e-08,40,0.9,0.0957124461263534
1e-09,1e-07,40,0.99,0.07962295017344687
1e-07,3e-06,40,0.95,0.08383429254704089
1e-10,1e-10,40,0.95,0.07930430726374435
1e-08,1e-08,40,0.95,0.09258120466729738
3e-07,1e-10,40,0.99,0.08482405655418901
1e-06,3e-06,40,0.99,0.08494264427625356
3e-07,3e-07,40,0.9,0.07870906916850626
1e-06,3e-06,40,0.95,0.09091506359718281
3e-06,1e-09,40,0.99,0.09413401398086829
3e-08,1e-09,40,0.9,0.08088241091138443
1e-07,3e-09,40,0.9,0.0806649453379586
1e-07,3e-09,40,0.95,0.0796262351518974
1e-07,1e-10,40,0.99,0.08525997319457584
1e-07,1e-10,40,0.9,0.07912429044465469
3e-07,3e-06,40,0.9,0.08678551718700726
1e-07,3e-07,40,0.9,0.08068794018711237
3e-10,1e-09,40,0.95,0.08597872647955429
1e-06,1e-09,40,0.9,0.08681146851676654
1e-06,1e-06,40,0.99,0.08316547093451067
1e-08,3e-10,40,0.9,0.08861886366025438
1e-09,1e-08,40,0.9,0.08326434878587197
3e-10,3e-10,40,0.99,0.0836795700620204
1e-09,3e-08,40,0.9,0.07748869967413013
1e-09,3e-06,40,0.99,0.07784446284032377
1e-09,3e-06,40,0.9,0.08063472353621359
1e-09,3e-06,40,0.95,0.08564661515820457
3e-09,1e-07,40,0.99,0.07888054504362452
3e-08,3e-09,40,0.95,0.08783802428256071
1e-07,1e-07,40,0.9,0.07958845789971618
3e-06,3e-06,40,0.95,0.0974380453064228
3e-06,3e-06,40,0.99,0.0895291311888994
1e-06,1e-10,40,0.99,0.08698425838326501
1e-07,1e-09,40,0.95,0.08669977924944813
1e-08,3e-08,40,0.95,0.07191047776726585
3e-10,1e-06,40,0.95,0.08334285977083991
3e-09,1e-08,40,0.9,0.07774657048249764
3e-07,1e-09,40,0.9,0.09069332755177126
3e-09,1e-08,40,0.99,0.0831723693892568
3e-06,1e-10,40,0.95,0.10540181856407023
3e-07,1e-07,40,0.9,0.09146496898980344
