features_weight,rank,HybridSVDs
0.1,1000,0.071292573320719
0.1,750,0.08934352990644381
0.1,500,0.10122036949437611
0.1,400,0.1046183512036161
0.1,350,0.10434898297067172
0.1,300,0.10373896247240619
0.1,250,0.10754855198149901
0.1,200,0.1106541706086408
0.1,150,0.11152173341742877
0.1,125,0.11385538210869336
0.1,100,0.11674386366025438
0.1,75,0.11792744139598445
0.1,60,0.11237451382318932
0.1,50,0.1081237517081888
0.1,30,0.10340882213812679
0.1,20,0.09609416062230633
0.1,15,0.08828839482812993
0.1,10,0.08399361400189215
0.1,5,0.06370394460212342
0.1,1,0.038964114895406285
0.3,1000,0.07280990486702407
0.3,750,0.08927520235467255
0.3,500,0.10218418217176495
0.3,400,0.10496031746031746
0.3,350,0.10544813676022285
0.3,300,0.10406286134762957
0.3,250,0.10808597445600757
0.3,200,0.10882443761168928
0.3,150,0.11172671607274257
0.3,125,0.11459483075791022
0.3,100,0.11636806212551246
0.3,75,0.11304891989908546
0.3,60,0.11168368285504046
0.3,50,0.10841053032692105
0.3,30,0.10156397824030275
0.3,20,0.09384427888153055
0.3,15,0.0877335619678335
0.3,10,0.07884112530221803
0.3,5,0.05310627562283192
0.3,1,0.03890104330915589
0.5,1000,0.0768349889624724
0.5,750,0.09081552875013141
0.5,500,0.10115861189950594
0.5,400,0.1033628324398192
0.5,350,0.10520307736781248
0.5,300,0.10519125144539052
0.5,250,0.10945088300220751
0.5,200,0.10741419636287186
0.5,150,0.11224574266792808
0.5,125,0.11540490644381372
0.5,100,0.11762522337853464
0.5,75,0.11266096394407653
0.5,60,0.109720908230842
0.5,50,0.1079897245874067
0.5,30,0.09926547881845896
0.5,20,0.09215612845579733
0.5,15,0.08180976032797224
0.5,10,0.07670720330074635
0.5,5,0.05070495637548618
0.5,1,0.03891024124881741
0.7,1000,0.07925700357405656
0.7,750,0.08980539787658992
0.7,500,0.10279551666141071
0.7,400,0.10388218753284978
0.7,350,0.10650392883422685
0.7,300,0.10618232944391884
0.7,250,0.11148165668033218
0.7,200,0.10835862766740251
0.7,150,0.11158283401660885
0.7,125,0.11460107221696626
0.7,100,0.11865572111846946
0.7,75,0.1095504178492589
0.7,60,0.1108956165247556
0.7,50,0.10614389519604751
0.7,30,0.09986433038999265
0.7,20,0.09203359875959213
0.7,15,0.07961506622516556
0.7,10,0.07481407021969937
0.7,5,0.04913210869336697
0.7,1,0.03891024124881741
0.9,1000,0.07827643750656996
0.9,750,0.09048965888783769
0.9,500,0.10307736781246715
0.9,400,0.10423762220119837
0.9,350,0.10520077788289708
0.9,300,0.10547507358351729
0.9,250,0.11137522337853463
0.9,200,0.10652593818984546
0.9,150,0.11366156838011143
0.9,125,0.11467399873856829
0.9,100,0.11604219226321875
0.9,75,0.10852517607484495
0.9,60,0.10825383685483023
0.9,50,0.10484008724902764
0.9,30,0.09630407074529591
0.9,20,0.09071467991169978
0.9,15,0.0783355671186797
0.9,10,0.07336670871439083
0.9,5,0.048803610848312834
0.9,1,0.03891024124881741
