rank,LCE
"('15',)",0.08233502838221382
"('250',)",0.09658460790497214
"('150',)",0.09736117681068013
"('1',)",0.039697650583412174
"('125',)",0.09543059497529696
"('1000',)",0.09734113844213182
"('200',)",0.0952390807316304
"('30',)",0.09054944549563755
"('100',)",0.09519506202039314
"('400',)",0.0969817617996426
"('75',)",0.0948465258067907
"('300',)",0.09692164669399769
"('50',)",0.09237228003784295
"('750',)",0.09691343424787134
"('500',)",0.09679813150425733
