rank,LCE(cs)
"('15',)",0.02077978445165945
"('250',)",0.020482165404040405
"('150',)",0.020266842532467536
"('1',)",0.021002998737373737
"('125',)",0.02071890782828283
"('200',)",0.020415088383838383
"('1000',)",0.02068508748196248
"('30',)",0.020884627525252525
"('100',)",0.02074258207070707
"('400',)",0.020391414141414144
"('75',)",0.020955650252525253
"('300',)",0.02016425414862915
"('50',)",0.020718907828282826
"('750',)",0.02083727904040404
"('500',)",0.020387468434343435
