rank,SGD
1,0.09213707558078418
5,0.08263560391043835
10,0.08423341742878165
15,0.047868048985598655
20,0.09559582939135919
30,0.08569884631556816
50,0.10224134079680439
60,0.09074950068327553
75,0.09787330495111952
100,0.08841092452433512
125,0.08851571533690739
150,0.0959187427730474
200,0.08598562493430043
250,0.07474771365499844
300,0.09116636444864921
350,0.0908398375906654
400,0.09010038894144856
500,0.09488955902449281
750,0.08854560864080732
1000,0.09660694575843583
