rank,LCE
1,0.014792028478525135
30,0.00788233544749018
50,0.014901469615429342
100,0.0148698875309228
150,0.01487922871084727
200,0.01493174901838179
300,0.014196655349223507
400,0.01496746155659643
500,0.014880436074238869
750,0.014889237117909203
1000,0.01485770269248391
1250,0.014818304518652813
1500,0.01460058194915475
2000,0.01487327132569136
2500,0.014918960498247098
3000,0.014859466078490058
