rank,LCE
1,0.04894054580896686
30,0.01039097744360902
50,0.050631021999443054
100,0.05092648287385129
150,0.049773461431356164
200,0.05049164578111946
300,0.03860219994430521
400,0.0510079365079365
500,0.048666945140629345
750,0.05076705653021442
1000,0.049869674185463654
1250,0.05049888610414926
1500,0.04457365636313004
2000,0.05015886939571149
2500,0.05064049011417432
3000,0.05001127819548873
