rank,LCE(cs)
1,0.013329804711000046
30,0.01329770003239391
50,0.0140673446249248
100,0.013973055208477948
150,0.012703040399833403
200,0.013612672960340598
300,0.008575130732565134
400,0.013519251237910129
500,0.014366120597899023
750,0.014414422231477625
1000,0.013856494978943958
1250,0.013280635383405064
1500,0.012891619232727103
2000,0.014377979082789578
2500,0.014243197278911563
3000,0.01381195335276968
