rank,LCE
1,11.410954806953669
30,0.025501742959022522
50,164.74400760233402
100,132.15052468981594
150,16.289056644774973
200,98.85290842223912
300,2.104548269882798
400,317.9481231505051
500,7.4517708495259285
750,234.8268514862284
1000,34.321060041897
1250,24.76895471382886
1500,3.388467714190483
2000,402.07141385320574
2500,73.0476202974096
3000,42.65663660969585
